cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
zizfgz7d,6204b15a79e3551e09c29cd4865fae0497462ec3,PMC,Generation of Human CEACAM1 Transgenic Mice and Binding of Neisseria Opa Protein to Their Neutrophils,10.1371/journal.pone.0010067,PMC2852402,20404914,cc-by,"BACKGROUND: Human CEACAM1 is a cell-cell adhesion molecule with multiple functions including insulin clearance in the liver, vasculogenesis in endothelial cells, lumen formation in the mammary gland, and binding of certain human pathogens. PRINCIPAL FINDINGS: Three genomic BAC clones containing the human CEACAM1 gene were microinjected into pronuclei of fertilized FVB mouse oocytes. The embryos were implanted in the oviducts of pseudopregnant females and allowed to develop to term. DNA from newborn mice was evaluated by PCR for the presence of the human CEACAM1 gene. Feces of the PCR positive offspring screened for expression of human CEACAM1. Using this assay, one out of five PCR positive lines was positive for human CEACAM1 expression and showed stable transmission to the F1 generation with the expected transmission frequency (0.5) for heterozygotes. Liver, lung, intestine, kidney, mammary gland, and prostate were strongly positive for the dual expression of both murine and human CEACAM1 and mimic that seen in human tissue. Peripheral blood and bone marrow granulocytes stained strongly for human CEACAM1 and bound Neisseria Opa proteins similar to that in human neutrophils. CONCLUSION: These transgenic animals may serve as a model for the binding of human pathogens to human CEACAM1.",09/04/2010,"Gu, Angel; Zhang, Zhifang; Zhang, Nan; Tsark, Walter; Shively, John E.",PLoS One,,,,document_parses/pdf_json/6204b15a79e3551e09c29cd4865fae0497462ec3.json,document_parses/pmc_json/PMC2852402.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2852402/,
cge5uve3,,PMC,TUBERCULOUS SARCOIDOSIS: DOES IT EXIST?,10.4103/0970-2113.44140,PMC2853046,20396660,cc-by,,2008,"Dixit, Ramakant",Lung India,,,,,document_parses/pmc_json/PMC2853046.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2853046/,
q26f8pv4,62f47ced8c3249f702f0058dc3b6cdb93ca083eb,PMC,DotKnot: pseudoknot prediction using the probability dot plot under a refined energy model,10.1093/nar/gkq021,PMC2853144,20123730,cc-by-nc,"RNA pseudoknots are functional structure elements with key roles in viral and cellular processes. Prediction of a pseudoknotted minimum free energy structure is an NP-complete problem. Practical algorithms for RNA structure prediction including restricted classes of pseudoknots suffer from high runtime and poor accuracy for longer sequences. A heuristic approach is to search for promising pseudoknot candidates in a sequence and verify those. Afterwards, the detected pseudoknots can be further analysed using bioinformatics or laboratory techniques. We present a novel pseudoknot detection method called DotKnot that extracts stem regions from the secondary structure probability dot plot and assembles pseudoknot candidates in a constructive fashion. We evaluate pseudoknot free energies using novel parameters, which have recently become available. We show that the conventional probability dot plot makes a wide class of pseudoknots including those with bulged stems manageable in an explicit fashion. The energy parameters now become the limiting factor in pseudoknot prediction. DotKnot is an efficient method for long sequences, which finds pseudoknots with higher accuracy compared to other known prediction algorithms. DotKnot is accessible as a web server at http://dotknot.csse.uwa.edu.au.",31/01/2010,"Sperschneider, Jana; Datta, Amitava",Nucleic Acids Res,,,,document_parses/pdf_json/62f47ced8c3249f702f0058dc3b6cdb93ca083eb.json,document_parses/pmc_json/PMC2853144.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2853144/,
y6di4ver,6266766fd9da3175d27c27b38db9054b7dd45c17; 863f0c3fde068d1ef7b13ac852e98dea477559b0,PMC,"Risk of Importing Zoonotic Diseases through Wildlife Trade, United States",10.3201/eid1511.090467,PMC2857234,19891857,no-cc,"The United States is the world’s largest wildlife importer, and imported wild animals represent a potential source of zoonotic pathogens. Using data on mammals imported during 2000–2005, we assessed their potential to host 27 selected risk zoonoses and created a risk assessment that could inform policy making for wildlife importation and zoonotic disease surveillance. A total of 246,772 mammals in 190 genera (68 families) were imported. The most widespread agents of risk zoonoses were rabies virus (in 78 genera of mammals), Bacillus anthracis (57), Mycobacterium tuberculosis complex (48), Echinococcus spp. (41), and Leptospira spp. (35). Genera capable of harboring the greatest number of risk zoonoses were Canis and Felis (14 each), Rattus (13), Equus (11), and Macaca and Lepus (10 each). These findings demonstrate the myriad opportunities for zoonotic pathogens to be imported and suggest that, to ensure public safety, immediate proactive changes are needed at multiple levels.",25/11/2009,"Pavlin, Boris I.; Schloegel, Lisa M.; Daszak, Peter",Emerg Infect Dis,,,,document_parses/pdf_json/6266766fd9da3175d27c27b38db9054b7dd45c17.json; document_parses/pdf_json/863f0c3fde068d1ef7b13ac852e98dea477559b0.json,document_parses/pmc_json/PMC2857234.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2857234/,
sboumuy9,a74df418b8cd4c94d184321b8241447efb53660f; 33766f2560167caeeee6134b293f63cafe9ca08c,PMC,Architecture of a nascent viral fusion pore,10.1038/emboj.2010.13,PMC2857459,20168302,cc-by-nc-sa,"Enveloped viruses use specialized protein machinery to fuse the viral membrane with that of the host cell during cell invasion. In influenza virus, hundreds of copies of the haemagglutinin (HA) fusion glycoprotein project from the virus surface. Despite intensive study of HA and its fusion activity, the protein's modus operandi in manipulating viral and target membranes to catalyse their fusion is poorly understood. Here, the three-dimensional architecture of influenza virus–liposome complexes at pH 5.5 was investigated by electron cryo-tomography. Tomographic reconstructions show that early stages of membrane remodeling take place in a target membrane-centric manner, progressing from punctate dimples, to the formation of a pinched liposomal funnel that may impinge on the apparently unperturbed viral envelope. The results suggest that the M1 matrix layer serves as an endoskeleton for the virus and a foundation for HA during membrane fusion. Fluorescence spectroscopy monitoring fusion between liposomes and virions shows that leakage of liposome contents takes place more rapidly than lipid mixing at pH 5.5. The relation of ‘leaky' fusion to the observed prefusion structures is discussed.",07/04/2010,"Lee, Kelly K",EMBO J,,,,document_parses/pdf_json/a74df418b8cd4c94d184321b8241447efb53660f.json; document_parses/pdf_json/33766f2560167caeeee6134b293f63cafe9ca08c.json,document_parses/pmc_json/PMC2857459.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2857459/,
igo8c5kb,5ca920dabf09c2c2dd2c62f8ef5917e3bd72f087,PMC,The Effect of Vaccination on the Evolution and Population Dynamics of Avian Paramyxovirus-1,10.1371/journal.ppat.1000872,PMC2858710,20421950,cc-by,"Newcastle Disease Virus (NDV) is a pathogenic strain of avian paramyxovirus (aPMV-1) that is among the most serious of disease threats to the poultry industry worldwide. Viral diversity is high in aPMV-1; eight genotypes are recognized based on phylogenetic reconstruction of gene sequences. Modified live vaccines have been developed to decrease the economic losses caused by this virus. Vaccines derived from avirulent genotype II strains were developed in the 1950s and are in use globally, whereas Australian strains belonging to genotype I were developed as vaccines in the 1970s and are used mainly in Asia. In this study, we evaluated the consequences of attenuated live virus vaccination on the evolution of aPMV-1 genotypes. There was phylogenetic incongruence among trees based on individual genes and complete coding region of 54 full length aPMV-1 genomes, suggesting that recombinant sequences were present in the data set. Subsequently, five recombinant genomes were identified, four of which contained sequences from either genotype I or II. The population history of vaccine-related genotype II strains was distinct from other aPMV-1 genotypes; genotype II emerged in the late 19(th) century and is evolving more slowly than other genotypes, which emerged in the 1960s. Despite vaccination efforts, genotype II viruses have experienced constant population growth to the present. In contrast, other contemporary genotypes showed population declines in the late 1990s. Additionally, genotype I and II viruses, which are circulating in the presence of homotypic vaccine pressure, have unique selection profiles compared to nonvaccine-related strains. Collectively, these data show that vaccination with live attenuated viruses has changed the evolution of aPMV-1 by maintaining a large effective population size of a vaccine-related genotype, allowing for coinfection and recombination of vaccine and wild type strains, and by applying unique selective pressures on viral glycoproteins.",22/04/2010,"Chong, Yee Ling; Padhi, Abinash; Hudson, Peter J.; Poss, Mary",PLoS Pathog,,,,document_parses/pdf_json/5ca920dabf09c2c2dd2c62f8ef5917e3bd72f087.json,document_parses/pmc_json/PMC2858710.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2858710/,
gzxu7nkh,d69356747d4f5a940f9d2ee6e643d895b33f678e,PMC,China's Engagement with Global Health Diplomacy: Was SARS a Watershed?,10.1371/journal.pmed.1000266,PMC2860492,20436959,cc-by,"As part of the PLoS Medicine series on Global Health Diplomacy, Lai-Han Chan and colleagues provide a case study of China's growing engagement in global health diplomacy following the SARS epidemic.",27/04/2010,"Chan, Lai-Ha; Chen, Lucy; Xu, Jin",PLoS Med,,,,document_parses/pdf_json/d69356747d4f5a940f9d2ee6e643d895b33f678e.json,document_parses/pmc_json/PMC2860492.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2860492/,
lfvso15k,44ab6aecdacb870226ce4ce36606e227f0a6ac00,PMC,Electron Tomography Reveals the Steps in Filovirus Budding,10.1371/journal.ppat.1000875,PMC2861712,20442788,cc-by,"The filoviruses, Marburg and Ebola, are non-segmented negative-strand RNA viruses causing severe hemorrhagic fever with high mortality rates in humans and nonhuman primates. The sequence of events that leads to release of filovirus particles from cells is poorly understood. Two contrasting mechanisms have been proposed, one proceeding via a “submarine-like” budding with the helical nucleocapsid emerging parallel to the plasma membrane, and the other via perpendicular “rocket-like” protrusion. Here we have infected cells with Marburg virus under BSL-4 containment conditions, and reconstructed the sequence of steps in the budding process in three dimensions using electron tomography of plastic-embedded cells. We find that highly infectious filamentous particles are released at early stages in infection. Budding proceeds via lateral association of intracellular nucleocapsid along its whole length with the plasma membrane, followed by rapid envelopment initiated at one end of the nucleocapsid, leading to a protruding intermediate. Scission results in local membrane instability at the rear of the virus. After prolonged infection, increased vesiculation of the plasma membrane correlates with changes in shape and infectivity of released viruses. Our observations demonstrate a cellular determinant of virus shape. They reconcile the contrasting models of filovirus budding and allow us to describe the sequence of events taking place during budding and release of Marburg virus. We propose that this represents a general sequence of events also followed by other filamentous and rod-shaped viruses.",29/04/2010,"Welsch, Sonja; Kolesnikova, Larissa; Krähling, Verena; Riches, James D.; Becker, Stephan; Briggs, John A. G.",PLoS Pathog,,,,document_parses/pdf_json/44ab6aecdacb870226ce4ce36606e227f0a6ac00.json,document_parses/pmc_json/PMC2861712.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2861712/,
hd12p867,a4ee99345c99a1f9806c8d17dc7e6accaf5309d6,PMC,Peptide-Mediated Liposomal Drug Delivery System Targeting Tumor Blood Vessels in Anticancer Therapy,10.1155/2010/723798,PMC2864512,20454584,cc-by,"Solid tumors are known to recruit new blood vessels to support their growth. Therefore, unique molecules expressed on tumor endothelial cells can function as targets for the antiangiogenic therapy of cancer. Current efforts are focusing on developing therapeutic agents capable of specifically targeting cancer cells and tumor-associated microenvironments including tumor blood vessels. These therapies hold the promise of high efficacy and low toxicity. One recognized strategy for improving the therapeutic effectiveness of conventional chemotherapeutics is to encapsulate anticancer drugs into targeting liposomes that bind to the cell surface receptors expressed on tumor-associated endothelial cells. These anti-angiogenic drug delivery systems could be used to target both tumor blood vessels as well as the tumor cells, themselves. This article reviews the mechanisms and advantages of various present and potential methods using peptide-conjugated liposomes to specifically destroy tumor blood vessels in anticancer therapy.",05/05/2010,"Wu, Han-Chung; Chang, De-Kuan",J Oncol,,,,document_parses/pdf_json/a4ee99345c99a1f9806c8d17dc7e6accaf5309d6.json,document_parses/pmc_json/PMC2864512.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2864512/,
sbxqwfmy,c9b0389a55de2f9cbfe37049d1072e0984613923,PMC,Elevation of Intact and Proteolytic Fragments of Acute Phase Proteins Constitutes the Earliest Systemic Antiviral Response in HIV-1 Infection,10.1371/journal.ppat.1000893,PMC2865525,20463814,cc-by,"The earliest immune responses activated in acute human immunodeficiency virus type 1 infection (AHI) exert a critical influence on subsequent virus spread or containment. During this time frame, components of the innate immune system such as macrophages and DCs, NK cells, β-defensins, complement and other anti-microbial factors, which have all been implicated in modulating HIV infection, may play particularly important roles. A proteomics-based screen was performed on a cohort from whom samples were available at time points prior to the earliest positive HIV detection. The ability of selected factors found to be elevated in the plasma during AHI to inhibit HIV-1 replication was analyzed using in vitro PBMC and DC infection models. Analysis of unique plasma donor panels spanning the eclipse and viral expansion phases revealed very early alterations in plasma proteins in AHI. Induction of acute phase protein serum amyloid A (A-SAA) occurred as early as 5–7 days prior to the first detection of plasma viral RNA, considerably prior to any elevation in systemic cytokine levels. Furthermore, a proteolytic fragment of alpha–1-antitrypsin (AAT), termed virus inhibitory peptide (VIRIP), was observed in plasma coincident with viremia. Both A-SAA and VIRIP have anti-viral activity in vitro and quantitation of their plasma levels indicated that circulating concentrations are likely to be within the range of their inhibitory activity. Our results provide evidence for a first wave of host anti-viral defense occurring in the eclipse phase of AHI prior to systemic activation of other immune responses. Insights gained into the mechanism of action of acute-phase reactants and other innate molecules against HIV and how they are induced could be exploited for the future development of more efficient prophylactic vaccine strategies.",06/05/2010,"Kramer, Holger B.; Lavender, Kerry J.; Qin, Li; Stacey, Andrea R.; Liu, Michael K. P.; di Gleria, Katalin; Simmons, Alison; Gasper-Smith, Nancy; Haynes, Barton F.; McMichael, Andrew J.; Borrow, Persephone; Kessler, Benedikt M.",PLoS Pathog,,,,document_parses/pdf_json/c9b0389a55de2f9cbfe37049d1072e0984613923.json,document_parses/pmc_json/PMC2865525.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865525/,
se4unhi8,,PMC,Synthesis and Pharmacological Evaluation of Schiff Bases of 4-(2-Aminophenyl)-Morpholines,10.4103/0250-474x.57292,PMC2865815,20502549,cc-by,"In the present study, a novel series of 4-(2-aminophenyl)morpholines were synthesized and characterized by IR, (1)H-NMR, (13)C NMR and mass spectral analysis. The synthesized compounds were screened for analgesic (100 and 200 mg/kg), antiinflammatory (200 and 400 mg/kg), antibacterial (Bacillus subtilis, Bacillus cereus, Staphylococcus epidermidis, Staphylococcus aureus, Klebsiella pneumoniae, Pseudomonas aeruginosa and Escherichia coli) and antifungal (Candida albicans and Aspergillus niger) activities. The minimum inhibitory concentrations of the compounds were also ascertained by agar streak dilution method. N-benzylidine-2-morpholoino benzenamine (1) and N-(3-nitro benzylidine)-2-morpholino benzenamine (3) exhibited significant analgesic, antiinflammatory and antimicrobial activities.",2009,"Panneerselvam, P.; Priya, M. Gnanarupa; Kumar, N. Ramesh; Saravanan, G.",Indian J Pharm Sci,,,,,document_parses/pmc_json/PMC2865815.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865815/,
a0pzw26l,ae3594fcd839554d0a4ea161dc9bbd3d1f6dbaa9,PMC,Proper Distance Metrics for Phylogenetic Analysis Using Complete Genomes without Sequence Alignment,10.3390/ijms11031141,PMC2869232,20480005,cc-by,A shortcoming of most correlation distance methods based on the composition vectors without alignment developed for phylogenetic analysis using complete genomes is that the “distances” are not proper distance metrics in the strict mathematical sense. In this paper we propose two new correlation-related distance metrics to replace the old one in our dynamical language approach. Four genome datasets are employed to evaluate the effects of this replacement from a biological point of view. We find that the two proper distance metrics yield trees with the same or similar topologies as/to those using the old “distance” and agree with the tree of life based on 16S rRNA in a majority of the basic branches. Hence the two proper correlation-related distance metrics proposed here improve our dynamical language approach for phylogenetic analysis.,18/03/2010,"Yu, Zu-Guo; Zhan, Xiao-Wen; Han, Guo-Sheng; Wang, Roger W.; Anh, Vo; Chu, Ka Hou",Int J Mol Sci,,,,document_parses/pdf_json/ae3594fcd839554d0a4ea161dc9bbd3d1f6dbaa9.json,document_parses/pmc_json/PMC2869232.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2869232/,
th0wddvc,6522e893e7f5739f96db413b61932c949e5fad2d,PMC,A Single Immunization with Soluble Recombinant Trimeric Hemagglutinin Protects Chickens against Highly Pathogenic Avian Influenza Virus H5N1,10.1371/journal.pone.0010645,PMC2871037,20498717,cc-by,"BACKGROUND: The highly pathogenic avian influenza (HPAI) virus H5N1 causes multi-organ disease and death in poultry, resulting in significant economic losses in the poultry industry. In addition, it poses a major public health threat as it can be transmitted directly from infected poultry to humans with very high (60%) mortality rate. Effective vaccination against HPAI H5N1 would protect commercial poultry and would thus provide an important control measure by reducing the likelihood of bird-to-bird and bird-to-human transmission. METHODOLOGY/PRINCIPAL FINDINGS: In the present study we evaluated the vaccine potential of recombinant soluble trimeric subtype 5 hemagglutinin (sH5(3)) produced in mammalian cells. The secreted, purified sH5(3) was biologically active as demonstrated by its binding to ligands in a sialic acid-dependent manner. It was shown to protect chickens, in a dose-dependent manner, against a lethal challenge with H5N1 after a single vaccination. Protected animals did not shed challenge virus as determined by a quantitative RT-PCR on RNA isolated from trachea and cloaca swabs. Also in mice, vaccination with sH5(3) provided complete protection against challenge with HPAI H5N1. CONCLUSIONS/SIGNIFICANCE: Our results demonstrate that sH5(3) constitutes an attractive vaccine antigen for protection of chickens and mammals against HPAI H5N1. As these recombinant soluble hemagglutinin preparations can be produced with high yields and with relatively short lead time, they enable a rapid response to circulating and potentially pandemic influenza viruses.",14/05/2010,"Cornelissen, Lisette A. H. M.; de Vries, Robert P.; de Boer-Luijtze, Els A.; Rigter, Alan; Rottier, Peter J. M.; de Haan, Cornelis A. M.",PLoS One,,,,document_parses/pdf_json/6522e893e7f5739f96db413b61932c949e5fad2d.json,document_parses/pmc_json/PMC2871037.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2871037/,
fec4kt20,b747413330a7699f64ee1acbc773808fba975fb3,PMC,Hospital Triage System for Adult Patients Using an Influenza-Like Illness Scoring System during the 2009 Pandemic—Mexico,10.1371/journal.pone.0010658,PMC2871038,20498718,cc0,"BACKGROUND: Pandemic influenza A (H1N1) virus emerged during 2009. To help clinicians triage adults with acute respiratory illness, a scoring system for influenza-like illness (ILI) was implemented at Hospital Civil de Guadalajara, Mexico. METHODS: A medical history, laboratory and radiology results were collected on emergency room (ER) patients with acute respiratory illness to calculate an ILI-score. Patients were evaluated for admission by their ILI-score and clinicians' assessment of risk for developing complications. Nasal and throat swabs were collected from intermediate and high-risk patients for influenza testing by RT-PCR. The disposition and ILI-score of those oseltamivir-treated versus untreated, clinical characteristics of 2009 pandemic influenza A (H1N1) patients versus test-negative patients were compared by Pearson's Χ(2), Fisher's Exact, and Wilcoxon rank-sum tests. RESULTS: Of 1840 ER patients, 230 were initially hospitalized (mean ILI-score = 15), and the rest were discharged, including 286 ambulatory patients given oseltamivir (median ILI-score = 11), and 1324 untreated (median ILI-score = 5). Fourteen (1%) untreated patients returned, and 3 were hospitalized on oseltamivir (median ILI-score = 19). Of 371 patients tested by RT-PCR, 104 (28%) had pandemic influenza and 42 (11%) had seasonal influenza A detected. Twenty (91%) of 22 imaged hospitalized pandemic influenza patients had bilateral infiltrates compared to 23 (38%) of 61 imaged hospital test-negative patients (p<0.001). One patient with confirmed pandemic influenza presented 6 days after symptom onset, required mechanical ventilation, and died. CONCLUSIONS: The triaging system that used an ILI-score complimented clinicians' judgment of who needed oseltamivir and inpatient care and helped hospital staff manage a surge in demand for services.",14/05/2010,"Rodriguez-Noriega, Eduardo; Gonzalez-Diaz, Esteban; Morfin-Otero, Rayo; Gomez-Abundis, Gerardo F.; Briseño-Ramirez, Jaime; Perez-Gomez, Hector Raul; Lopez-Gatell, Hugo; Alpuche-Aranda, Celia M.; Ramírez, Ernesto; López, Irma; Iguala, Miguel; Chapela, Ietza Bojórquez; Zavala, Ethel Palacios; Hernández, Mauricio; Stuart, Tammy L.; Villarino, Margarita Elsa; Widdowson, Marc-Alain; Waterman, Steve; Uyeki, Timothy; Azziz-Baumgartner, Eduardo",PLoS One,,,,document_parses/pdf_json/b747413330a7699f64ee1acbc773808fba975fb3.json,document_parses/pmc_json/PMC2871038.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2871038/,
34sy55hi,a1f353aafa8d3dfc2e76c6d3d75df0342c8a9e6e; 105aab8d21e803d2b363183c263a90ce47a9c5ae,PMC,Acute Encephalopathy Associated with Influenza A Infection in Adults,10.3201/eid1601.090077,PMC2874350,20031062,no-cc,"We report acute encephalopathy associated with influenza A infection in 3 adults. We detected high cerebrospinal fluid (CSF) and plasma concentrations of CXCL8/IL-8 and CCL2/MCP-1 (CSF/plasma ratios >3), and interleukin-6, CXCL10/IP-10, but no evidence of viral neuroinvasion. Patients recovered without sequelae. Hyperactivated cytokine response may play a role in pathogenesis.",25/01/2010,"Lee, Nelson; Wong, Chun Kwok; Chan, Paul K.S.; Lindegardh, Niklas; White, Nicholas J.; Hayden, Frederick G.; Wong, Edward H.C.; Wong, Ka Shing; Cockram, Clive S.; Sung, Joseph J.Y.; Hui, David S.C.",Emerg Infect Dis,,,,document_parses/pdf_json/a1f353aafa8d3dfc2e76c6d3d75df0342c8a9e6e.json; document_parses/pdf_json/105aab8d21e803d2b363183c263a90ce47a9c5ae.json,document_parses/pmc_json/PMC2874350.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2874350/,
1rhy8td0,8a6809df45d5f80a822d68d3c305f7640e10234a,PMC,Large-scale evolutionary surveillance of the 2009 H1N1 influenza A virus using resequencing arrays,10.1093/nar/gkq089,PMC2874996,20185568,cc-by-nc,"In April 2009, a new influenza A (H1N1 2009) virus emerged that rapidly spread around the world. While current variants of this virus have caused widespread disease, particularly in vulnerable groups, there remains the possibility that future variants may cause increased virulence, drug resistance or vaccine escape. Early detection of these virus variants may offer the chance for increased containment and potentially prevention of the virus spread. We have developed and field-tested a resequencing kit that is capable of interrogating all eight segments of the 2009 influenza A(H1N1) virus genome and its variants, with added focus on critical regions such as drug-binding sites, structural components and mutation hotspots. The accompanying base-calling software (EvolSTAR) introduces novel methods that utilize neighbourhood hybridization intensity profiles and substitution bias of probes on the microarray for mutation confirmation and recovery of ambiguous base queries. Our results demonstrate that EvolSTAR is highly accurate and has a much improved call rate. The high throughput and short turn-around time from sample to sequence and analysis results (30 h for 24 samples) makes this kit an efficient large-scale evolutionary biosurveillance tool.",25/02/2010,"Lee, Charlie Wah Heng; Koh, Chee Wee; Chan, Yang Sun; Aw, Pauline Poh Kim; Loh, Kuan Hon; Han, Bing Ling; Thien, Pei Ling; Nai, Geraldine Yi Wen; Hibberd, Martin L.; Wong, Christopher W.; Sung, Wing-Kin",Nucleic Acids Res,,,,document_parses/pdf_json/8a6809df45d5f80a822d68d3c305f7640e10234a.json,document_parses/pmc_json/PMC2874996.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2874996/,
yvgzkt8a,a533da998e4132f8192e41a197f5d8cd065df996,PMC,"Journals, Academics, and Pandemics",10.1371/journal.pmed.1000282,PMC2876121,20520802,cc-by,"In the wake of the SARS epidemic and the H1N1 pandemic, the PLoS Medicine editors ask whether journal publishing is an efficient enough mechanism for information sharing.",25/05/2010,,PLoS Med,,,,document_parses/pdf_json/a533da998e4132f8192e41a197f5d8cd065df996.json,document_parses/pmc_json/PMC2876121.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2876121/,
wcyv6w47,0d3e6c56ef64eb7705fbed676eddcfa8af8ef65f,PMC,Age groups and spread of influenza: implications for vaccination strategy,10.1186/1471-2334-10-106,PMC2876165,20429954,cc-by,"BACKGROUND: The unpredictable nature of the potentially devastating impact of 2009 pH1N1 influenza pandemic highlights the need for pandemic preparedness planning, where modeling studies could be most useful for simulations of possible future scenarios. METHODS: A compartmental model with pre-symptomatic and asymptomatic influenza infections is proposed which incorporates age groups as well as intervention measures such as age-specific vaccination, in order to study spread of influenza in a community. RESULTS: We derive the basic reproduction number and other effective reproduction numbers under various intervention measures. For illustration, we make use of the Pneumonia and Influenza (P&I) mortality data and vaccination data of the very young (age 0-2) and the very old (age >64) during 2004-2005 Taiwan winter influenza season to fit our model and to compute the relevant reproduction numbers. The reproduction number for this winter flu season is estimated to be slightly above one (~1.0001). CONCLUSIONS: Comparatively large errors in fitting the P&I mortality data of the elderly (>64) were observed shortly after winter school closings in January, which may indicate the impact of younger, more active age groups transmitting influenza to other age groups outside of the school settings; in particular, to the elderly in the households. Pre-symptomatic infections seemed to have little effect on the model fit, while asymptomatic infection by asymptomatic infectives has a more pronounced impact on the model fit for the elderly mortality, perhaps indicating a larger role in disease transmission by asymptomatic infection. Simulations indicate that the impact of vaccination on the disease incidence might not be fully revealed in the change (or the lack thereof) in the effective reproduction number with interventions, but could still be substantial. The estimated per contact transmission probability for susceptible elderly is significantly higher than that of any other age group, perhaps highlighting the vulnerability of the elderly due to close contacts with their caretakers from other age groups. The relative impact of targeting the very young and the very old for vaccination was weakened by their relative inactivity, thus giving evidence of the lack of impact of vaccinating these two groups on the overall transmissibility of the disease in the community. This further underscores the need for morbidity-based strategy to prevent elderly mortality.",30/04/2010,"Hsieh, Ying-Hen",BMC Infect Dis,,,,document_parses/pdf_json/0d3e6c56ef64eb7705fbed676eddcfa8af8ef65f.json,document_parses/pmc_json/PMC2876165.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2876165/,
8d4f4gmw,50dd715b6dfd61f8b87474e37fb0817c14cd465f; 34bc96d247a78a804e014e09c997bf5f2ac71b6d,PMC,Effects of Internal Border Control on Spread of Pandemic Influenza,10.3201/eid1307.060740,PMC2878213,18214176,no-cc,"We investigated the capacity of internal border control to limit influenza spread in an emergent pandemic in the context of Australia, a country with a low-population density and geopolitical boundaries that may facilitate restrictions. Mathematical models were used to study the time delay between epidemics in 2 population centers when travel restrictions were imposed. The models demonstrated that population size, travel rates, and places where travelers reside can strongly influence delay. The model simulations suggested that moderate delays in geographic spread may be possible with stringent restrictions and a low reproduction number, but results will be sensitive to the reproduction number and timing of restrictions. Model limitations include the absence of further importations and additional control measures. Internal border control may have a role in protecting domestic centers early in a pandemic, when importations are sparse. Our results may be useful for policymakers.",25/07/2007,"Wood, James G.; Zamani, Nasim; MacIntyre, C. Raina; Becker, Niels G.",Emerg Infect Dis,,,,document_parses/pdf_json/50dd715b6dfd61f8b87474e37fb0817c14cd465f.json; document_parses/pdf_json/34bc96d247a78a804e014e09c997bf5f2ac71b6d.json,document_parses/pmc_json/PMC2878213.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2878213/,
