cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,,,,,,,,,,,,,,,,,
v60vv99o,85b5447948b449ab1c2e90e5a165e62c5df853bc,PMC,Modeling the effect of comprehensive interventions on Ebola virus transmission,10.1038/srep15818,PMC4626779,26515898,cc-by,"Since the re-emergence of Ebola in West Africa in 2014, comprehensive and stringent interventions have been implemented to decelerate the spread of the disease. The effectiveness of interventions still remains unclear. In this paper, we develop an epidemiological model that includes various controlling measures to systematically evaluate their effects on the disease transmission dynamics. By fitting the model to reported cumulative cases and deaths in Guinea, Sierra Leone and Liberia until March 22, 2015, we estimate the basic reproduction number in these countries as 1.2552, 1.6093 and 1.7994, respectively. Model analysis shows that there exists a threshold of the effectiveness of isolation, below which increasing the fraction of latent individuals diagnosed prior to symptoms onset or shortening the duration between symptoms onset and isolation may lead to more Ebola infection. This challenges an existing view. Media coverage plays a substantial role in reducing the final epidemic size. The response to reported cumulative infected cases and deaths may have a different effect on the epidemic spread in different countries. Among all the interventions, we find that shortening the duration between death and burial and improving the effectiveness of isolation are two effective interventions for controlling the outbreak of Ebola virus infection.",10/30/15,"Shen, Mingwang; Xiao, Yanni; Rong, Libin",Sci Rep,,,,document_parses/pdf_json/85b5447948b449ab1c2e90e5a165e62c5df853bc.json,document_parses/pmc_json/PMC4626779.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4626779/,,,,,,,,,,,,,,,,,,
7c37elh6,053aa0c7280e2bb41a033cb0ae7c0d6bd07afc40,PMC,The role of wobble uridine modifications in +1 translational frameshifting in eukaryotes,10.1093/nar/gkv832,PMC4627075,26283182,cc-by,"In Saccharomyces cerevisiae, 11 out of 42 tRNA species contain 5-methoxycarbonylmethyl-2-thiouridine (mcm(5)s(2)U), 5-methoxycarbonylmethyluridine (mcm(5)U), 5-carbamoylmethyluridine (ncm(5)U) or 5-carbamoylmethyl-2′-O-methyluridine (ncm(5)Um) nucleosides in the anticodon at the wobble position (U(34)). Earlier we showed that mutants unable to form the side chain at position 5 (ncm(5) or mcm(5)) or lacking sulphur at position 2 (s(2)) of U(34) result in pleiotropic phenotypes, which are all suppressed by overexpression of hypomodified tRNAs. This observation suggests that the observed phenotypes are due to inefficient reading of cognate codons or an increased frameshifting. The latter may be caused by a ternary complex (aminoacyl-tRNA*eEF1A*GTP) with a modification deficient tRNA inefficiently being accepted to the ribosomal A-site and thereby allowing an increased peptidyl-tRNA slippage and thus a frameshift error. In this study, we have investigated the role of wobble uridine modifications in reading frame maintenance, using either the Renilla/Firefly luciferase bicistronic reporter system or a modified Ty1 frameshifting site in a HIS4A::lacZ reporter system. We here show that the presence of mcm(5) and s(2) side groups at wobble uridines are important for reading frame maintenance and thus the aforementioned mutant phenotypes might partly be due to frameshift errors.",10/30/15,"Tükenmez, Hasan; Xu, Hao; Esberg, Anders; Byström, Anders S.",Nucleic Acids Res,,,,document_parses/pdf_json/053aa0c7280e2bb41a033cb0ae7c0d6bd07afc40.json,document_parses/pmc_json/PMC4627075.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4627075/,,,,,,,,,,,,,,,,,,
lvvwa9ah,2a40cae1982703e2b3f357d3721982eef57e0258,PMC,Is There Any Role of Inhalational Corticosteroids in the Prophylaxis of Post-Traumatic Fat Embolism Syndrome?,10.7759/cureus.332,PMC4627829,26543690,cc-by,"Fat embolism syndrome (FES) is primarily a lung parenchymal disorder resulting from interstitial and alveolar inflammation triggered by the lipid metabolites in blood circulation. The 'low-dose' corticosteroid is supposed to have a prophylactic effect on the incidence of the FES and arterial hypoxemia by reducing this inflammatory response. It is expected that inhaled corticosteroids (ciclesonide aerosol) may prevent the development of hypoxemia or fat embolism syndrome in high-risk patients by reducing this inflammatory response. Metered-dose inhaler (MDI) steroid preparations can reach the lung parenchyma with minimal systemic effect. Sixty cases of polytrauma patients presenting within eight hours of injury were randomly allocated into one of the two groups. In Group 1 (n(1)=30) ciclesonide, 640 mcg, was given with a metered dose inhaler and repeated once again after 24 hours, whereas Group 2 (n(2)=30) was taken as control and observed for 72 hours for any episode of hypoxia. The outcome was assessed using Schonfeld’s criteria for the eventual outcome of subclinical or clinical FES. Out of 30 patients in each group, six patients developed subclinical FES, whereas three from ciclesonide prophylaxis group and eight from controls developed clinical FES. There is no statistical significance found between the eventual outcomes of subclinical or clinical FES between the ciclesonide prophylaxis and control group. Although there was a trend seen in the possible preventive efficacy of inhalational steroid in the present study, it did not reach the statistically significant level. The prophylactic role of inhalational steroid in post-traumatic subclinical and clinical FES is statistically insignificant in the present study.",9/25/15,"Agarwal, Amit Kumar; Sen, Ramesh; Tripathy, Sujit K; Aggarwal, Sameer; G., Nirmalraj; Gupta, Dheeraj",,,,,document_parses/pdf_json/2a40cae1982703e2b3f357d3721982eef57e0258.json,document_parses/pmc_json/PMC4627829.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4627829/,,,,,,,,,,,,,,,,,,
av2gxfxy,5d242f75fdf42da4059b45f0b7e407da675418e2,PMC,A cell-based high-throughput approach to identify inhibitors of influenza A virus,10.1016/j.apsb.2014.06.005,PMC4629080,26579399,cc-by-nc-nd,"Influenza is one of the most common infections threatening public health worldwide and is caused by the influenza virus. Rapid emergence of drug resistance has led to an urgent need to develop new anti-influenza inhibitors. In this study we established a 293T cell line that constitutively synthesizes a virus-based negative strand RNA, which expresses Gaussia luciferase upon influenza A virus infection. Using this cell line, an assay was developed and optimized to search for inhibitors of influenza virus replication. Biochemical studies and statistical analyses presented herein demonstrate the sensitivity and reproducibility of the assay in a high-throughput format (Z′ factor value>0.8). A pilot screening provides further evidence for validation of the assay. Taken together, this work provides a simple, convenient, and reliable HTS assay to identify compounds with anti-influenza activity.",7/14/14,"Gao, Qian; Wang, Zhen; Liu, Zhenlong; Li, Xiaoyu; Zhang, Yongxin; Zhang, Zhizhen; Cen, Shan",Acta Pharm Sin B,,,,document_parses/pdf_json/5d242f75fdf42da4059b45f0b7e407da675418e2.json,document_parses/pmc_json/PMC4629080.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4629080/,,,,,,,,,,,,,,,,,,
vqoxd64i,055df119df20e08c2830c0b300173e343a760d38,PMC,"Ebola virus disease in the Democratic Republic of the Congo, 1976-2014",10.7554/elife.09015,PMC4629279,26525597,cc-by,"The Democratic Republic of the Congo has experienced the most outbreaks of Ebola virus disease since the virus' discovery in 1976. This article provides for the first time a description and a line list for all outbreaks in this country, comprising 996 cases. Compared to patients over 15 years old, the odds of dying were significantly lower in patients aged 5 to 15 and higher in children under five (with 100% mortality in those under 2 years old). The odds of dying increased by 11% per day that a patient was not hospitalised. Outbreaks with an initially high reproduction number, R (>3), were rapidly brought under control, whilst outbreaks with a lower initial R caused longer and generally larger outbreaks. These findings can inform the choice of target age groups for interventions and highlight the importance of both reducing the delay between symptom onset and hospitalisation and rapid national and international response. DOI: http://dx.doi.org/10.7554/eLife.09015.001",11/03/2015,"Rosello, Alicia; Mossoko, Mathias; Flasche, Stefan; Van Hoek, Albert Jan; Mbala, Placide; Camacho, Anton; Funk, Sebastian; Kucharski, Adam; Ilunga, Benoit Kebela; Edmunds, W John; Piot, Peter; Baguelin, Marc; Muyembe Tamfum, Jean-Jacques",,,,,document_parses/pdf_json/055df119df20e08c2830c0b300173e343a760d38.json,document_parses/pmc_json/PMC4629279.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4629279/,,,,,,,,,,,,,,,,,,
twxat0d6,ed468ccf95499f1d19c071accb82a8bc64696ace; 51a7b35db673f0d7cb14a80b607192e3f44cc7f5,PMC,Dispersion of the HIV-1 Epidemic in Men Who Have Sex with Men in the Netherlands: A Combined Mathematical Model and Phylogenetic Analysis,10.1371/journal.pmed.1001898,PMC4631366,26529093,cc-by,"BACKGROUND: The HIV-1 subtype B epidemic amongst men who have sex with men (MSM) is resurgent in many countries despite the widespread use of effective combination antiretroviral therapy (cART). In this combined mathematical and phylogenetic study of observational data, we aimed to find out the extent to which the resurgent epidemic is the result of newly introduced strains or of growth of already circulating strains. METHODS AND FINDINGS: As of November 2011, the ATHENA observational HIV cohort of all patients in care in the Netherlands since 1996 included HIV-1 subtype B polymerase sequences from 5,852 patients. Patients who were diagnosed between 1981 and 1995 were included in the cohort if they were still alive in 1996. The ten most similar sequences to each ATHENA sequence were selected from the Los Alamos HIV Sequence Database, and a phylogenetic tree was created of a total of 8,320 sequences. Large transmission clusters that included ≥10 ATHENA sequences were selected, with a local support value ≥ 0.9 and median pairwise patristic distance below the fifth percentile of distances in the whole tree. Time-varying reproduction numbers of the large MSM-majority clusters were estimated through mathematical modeling. We identified 106 large transmission clusters, including 3,061 (52%) ATHENA and 652 Los Alamos sequences. Half of the HIV sequences from MSM registered in the cohort in the Netherlands (2,128 of 4,288) were included in 91 large MSM-majority clusters. Strikingly, at least 54 (59%) of these 91 MSM-majority clusters were already circulating before 1996, when cART was introduced, and have persisted to the present. Overall, 1,226 (35%) of the 3,460 diagnoses among MSM since 1996 were found in these 54 long-standing clusters. The reproduction numbers of all large MSM-majority clusters were around the epidemic threshold value of one over the whole study period. A tendency towards higher numbers was visible in recent years, especially in the more recently introduced clusters. The mean age of MSM at diagnosis increased by 0.45 years/year within clusters, but new clusters appeared with lower mean age. Major strengths of this study are the high proportion of HIV-positive MSM with a sequence in this study and the combined application of phylogenetic and modeling approaches. Main limitations are the assumption that the sampled population is representative of the overall HIV-positive population and the assumption that the diagnosis interval distribution is similar between clusters. CONCLUSIONS: The resurgent HIV epidemic amongst MSM in the Netherlands is driven by several large, persistent, self-sustaining, and, in many cases, growing sub-epidemics shifting towards new generations of MSM. Many of the sub-epidemics have been present since the early epidemic, to which new sub-epidemics are being added.",11/03/2015,"Bezemer, Daniela; Cori, Anne; Ratmann, Oliver; van Sighem, Ard; Hermanides, Hillegonda S.; Dutilh, Bas E.; Gras, Luuk; Rodrigues Faria, Nuno; van den Hengel, Rob; Duits, Ashley J.; Reiss, Peter; de Wolf, Frank; Fraser, Christophe",PLoS Med,,,,document_parses/pdf_json/ed468ccf95499f1d19c071accb82a8bc64696ace.json; document_parses/pdf_json/51a7b35db673f0d7cb14a80b607192e3f44cc7f5.json,document_parses/pmc_json/PMC4631366.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631366/,,,,,,,,,,,,,,,,,,
rwnbxmt4,a7efba9d95f3433bcc2b5ae8d0f5e1285bb62c3a,PMC,IFNL3 mRNA structure is remodeled by a functional non-coding polymorphism associated with hepatitis C virus clearance,10.1038/srep16037,PMC4631997,26531896,cc-by,Polymorphisms near the interferon lambda 3 (IFNL3) gene strongly predict clearance of hepatitis C virus (HCV) infection. We analyzed a variant (rs4803217 G/T) located within the IFNL3 mRNA 3′ untranslated region (UTR); the G allele (protective allele) is associated with elevated therapeutic HCV clearance. We show that the IFNL3 3′ UTR represses mRNA translation and the rs4803217 allele modulates the extent of translational regulation. We analyzed the structures of IFNL3 variant mRNAs at nucleotide resolution by SHAPE-MaP. The rs4803217 G allele mRNA forms well-defined 3′ UTR structure while the T allele mRNA is more dynamic. The observed differences between alleles are among the largest possible RNA structural alterations that can be induced by a single nucleotide change and transform the UTR from a single well-defined conformation to one with multiple dynamic interconverting structures. These data illustrate that non-coding genetic variants can have significant functional effects by impacting RNA structure.,11/04/2015,"Lu, Yi-Fan; Mauger, David M.; Goldstein, David B.; Urban, Thomas J.; Weeks, Kevin M.; Bradrick, Shelton S.",Sci Rep,,,,document_parses/pdf_json/a7efba9d95f3433bcc2b5ae8d0f5e1285bb62c3a.json,document_parses/pmc_json/PMC4631997.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631997/,,,,,,,,,,,,,,,,,,
az2hdsob,75e5e406f83b2f0a94abc8cbed71cbb900f9956e,PMC,The Role of Electron Microscopy in Studying the Continuum of Changes in Membranous Structures during Poliovirus Infection,10.3390/v7102874,PMC4632382,26473912,cc-by,"Replication of the poliovirus genome is localized to cytoplasmic replication factories that are fashioned out of a mixture of viral proteins, scavenged cellular components, and new components that are synthesized within the cell due to viral manipulation/up-regulation of protein and phospholipid synthesis. These membranous replication factories are quite complex, and include markers from multiple cytoplasmic cellular organelles. This review focuses on the role of electron microscopy in advancing our understanding of poliovirus RNA replication factories. Structural data from the literature provide the basis for interpreting a wide range of biochemical studies that have been published on virus-induced lipid biosynthesis. In combination, structural and biochemical experiments elucidate the dramatic membrane remodeling that is a hallmark of poliovirus infection. Temporal and spatial membrane modifications throughout the infection cycle are discussed. Early electron microscopy studies of morphological changes following viral infection are re-considered in light of more recent data on viral manipulation of lipid and protein biosynthesis. These data suggest the existence of distinct subcellular vesicle populations, each of which serves specialized roles in poliovirus replication processes.",10/12/2015,"Rossignol, Evan D.; Yang, Jie E.; Bullitt, Esther",Viruses,,,,document_parses/pdf_json/75e5e406f83b2f0a94abc8cbed71cbb900f9956e.json,document_parses/pmc_json/PMC4632382.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632382/,,,,,,,,,,,,,,,,,,
3aonqyub,a599eb2c6ca51522fa234d8059f989569f4fe298,PMC,Emerging Roles of Viroporins Encoded by DNA Viruses: Novel Targets for Antivirals?,10.3390/v7102880,PMC4632388,26501313,cc-by,"Studies have highlighted the essential nature of a group of small, highly hydrophobic, membrane embedded, channel-forming proteins in the life cycles of a growing number of RNA viruses. These viroporins mediate the flow of ions and a range of solutes across cellular membranes and are necessary for manipulating a myriad of host processes. As such they contribute to all stages of the virus life cycle. Recent discoveries have identified proteins encoded by the small DNA tumor viruses that display a number of viroporin like properties. This review article summarizes the recent developments in our understanding of these novel viroporins; describes their roles in the virus life cycles and in pathogenesis and speculates on their potential as targets for anti-viral therapeutic intervention.",10/16/15,"Royle, Jamie; Dobson, Samuel John; Müller, Marietta; Macdonald, Andrew",Viruses,,,,document_parses/pdf_json/a599eb2c6ca51522fa234d8059f989569f4fe298.json,document_parses/pmc_json/PMC4632388.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632388/,,,,,,,,,,,,,,,,,,
xxp6u0f8,578ad49441884c636eb9d6044237708eb6437afb,PMC,Complete Genome and Phylogeny of Puumala Hantavirus Isolates Circulating in France,10.3390/v7102884,PMC4632392,26506370,cc-by,"Puumala virus (PUUV) is the agent of nephropathia epidemica (NE), a mild form of hemorrhagic fever with renal syndrome (HFRS) in Europe. NE incidence presents a high spatial variation throughout France, while the geographical distribution of the wild reservoir of PUUV, the bank vole, is rather continuous. A missing piece of the puzzle is the current distribution and the genetic variation of PUUV in France, which has been overlooked until now and remains poorly understood. During a population survey, from 2008 to 2011, bank voles were trapped in eight different forests of France located in areas known to be endemic for NE or in area from where no NE case has been reported until now. Bank voles were tested for immunoglobulin (Ig)G ELISA serology and two seropositive animals for each of three different areas (Ardennes, Jura and Orleans) were then subjected to laboratory analyses in order to sequence the whole S, M and L segments of PUUV. Phylogenetic analyses revealed that French PUUV isolates globally belong to the central European (CE) lineage although isolates from Ardennes are clearly distinct from those in Jura and Orleans, suggesting a different evolutionary history and origin of PUUV introduction in France. Sequence analyses revealed specific amino acid signatures along the N protein, including in PUUV from the Orleans region from where NE in humans has never been reported. The relevance of these mutations in term of pathophysiology is discussed.",10/22/15,"Castel, Guillaume; Couteaudier, Mathilde; Sauvage, Frank; Pons, Jean-Baptiste; Murri, Séverine; Plyusnina, Angelina; Pontier, Dominique; Cosson, Jean-François; Plyusnin, Alexander; Marianneau, Philippe; Tordo, Noël",Viruses,,,,document_parses/pdf_json/578ad49441884c636eb9d6044237708eb6437afb.json,document_parses/pmc_json/PMC4632392.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632392/,,,,,,,,,,,,,,,,,,
o43cfrfh,57599ec2644e90c8c79737ed565edb7d6b286fc5,PMC,Nucleobase but not Sugar Fidelity is Maintained in the Sabin I RNA-Dependent RNA Polymerase,10.3390/v7102894,PMC4632402,26516899,cc-by,"The Sabin I poliovirus live, attenuated vaccine strain encodes for four amino acid changes (i.e., D53N, Y73H, K250E, and T362I) in the RNA-dependent RNA polymerase (RdRp). We have previously shown that the T362I substitution leads to a lower fidelity RdRp, and viruses encoding this variant are attenuated in a mouse model of poliovirus. Given these results, it was surprising that the nucleotide incorporation rate and nucleobase fidelity of the Sabin I RdRp is similar to that of wild-type enzyme, although the Sabin I RdRp is less selective against nucleotides with modified sugar groups. We suggest that the other Sabin amino acid changes (i.e., D53N, Y73H, K250E) help to re-establish nucleotide incorporation rates and nucleotide discrimination near wild-type levels, which may be a requirement for the propagation of the virus and its efficacy as a vaccine strain. These results also suggest that the nucleobase fidelity of the Sabin I RdRp likely does not contribute to viral attenuation.",10/26/15,"Liu, Xinran; Musser, Derek M.; Lee, Cheri A.; Yang, Xiaorong; Arnold, Jamie J.; Cameron, Craig E.; Boehr, David D.",Viruses,,,,document_parses/pdf_json/57599ec2644e90c8c79737ed565edb7d6b286fc5.json,document_parses/pmc_json/PMC4632402.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632402/,,,,,,,,,,,,,,,,,,
6xf4o3oy,d722d17111a045ac6a1427a5ec6967285eea73e0,PMC,Interferon Response in Hepatitis C Virus (HCV) Infection: Lessons from Cell Culture Systems of HCV Infection,10.3390/ijms161023683,PMC4632721,26457705,cc-by,"Hepatitis C virus (HCV) is a positive-stranded RNA virus that infects approximately 130–170 million people worldwide. In 2005, the first HCV infection system in cell culture was established using clone JFH-1, which was isolated from a Japanese patient with fulminant HCV infection. JFH-1 replicates efficiently in hepatoma cells and infectious virion particles are released into the culture supernatant. The development of cell culture-derived HCV (HCVcc) systems has allowed us to understand how hosts respond to HCV infection and how HCV evades host responses. Although the mechanisms underlying the different outcomes of HCV infection are not fully understood, innate immune responses seem to have a critical impact on the outcome of HCV infection, as demonstrated by the prognostic value of IFN-λ gene polymorphisms among patients with chronic HCV infection. Herein, we review recent research on interferon response in HCV infection, particularly studies using HCVcc infection systems.",10/07/2015,"Sung, Pil Soo; Shin, Eui-Cheol; Yoon, Seung Kew",Int J Mol Sci,,,,document_parses/pdf_json/d722d17111a045ac6a1427a5ec6967285eea73e0.json,document_parses/pmc_json/PMC4632721.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632721/,,,,,,,,,,,,,,,,,,
0s7ok4uw,f3a7dafa9d2ebe778d132954b42fb96fcf45d5e0,PMC,Abstracts of the 29th Annual Symposium of The Protein Society,10.1002/pro.2823,PMC4632850,26452528,bronze-oa,,10/01/2015,,Protein Science,,,,document_parses/pdf_json/f3a7dafa9d2ebe778d132954b42fb96fcf45d5e0.json,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pro.2823,,,,,,,,,,,,,,,,,,
08ckv4r1,237da629590ea5032c4d641960e94442ef1ecaf5,PMC,Prolonged prone positioning under VV-ECMO is safe and improves oxygenation and respiratory compliance,10.1186/s13613-015-0078-4,PMC4633431,26538308,cc-by,"BACKGROUND: Data are sparse regarding the effects of prolonged prone positioning (PP) during VV-ECMO. Previous studies, using short sessions (<12 h), failed to find any effects on respiratory system compliance. In the present analysis, the effects of prolonged PP sessions (24 h) were retrospectively studied with regard to safety data, oxygenation and respiratory system compliance. METHODS: Retrospective review of 17 consecutive patients who required both VV-ECMO and prone positioning. PP under VV-ECMO was considered when the patient presented at least one unsuccessful ECMO weaning attempt after day 7 or refractory hypoxemia combined or not with persistent high plateau pressure. PP sessions had a duration of 24 h with fixed ECMO and respiratory settings. PP was not performed in patients under vasopressor treatment and in cases of recent open chest cardiac surgery. RESULTS: Despite optimized protective mechanical ventilation and other adjuvant treatment (i.e. PP, inhaled nitric oxide, recruitment maneuvers), 44 patients received VV-ECMO during the study period for refractory acute respiratory distress syndrome. Global survival rate was 66 %. Among the latter, 17 patients underwent PP during VV-ECMO for a total of 27 sessions. After 24 h in prone position, PaO(2)/FiO(2) ratio significantly increased from 111 (84–128) to 173 (120–203) mmHg (p < 0.0001) while respiratory system compliance increased from 18 (12–36) to 32 (15–36) ml/cmH(2)O (p < 0.0001). Twenty-four hours after the return to supine position, tidal volume was increased from 3.0 (2.2–4.0) to 3.7 (2.8–5.0) ml/kg (p < 0.005). PaO(2)/FiO(2) ratio increased by over 20 % in 14/14 sessions for late sessions (≥7 days) and in 7/13 sessions for early sessions (<7 days) (p = 0.01). Quantitative CT scan revealed a high percentage of non-aerated or poorly-aerated lung parenchyma [52 % (41–62)] in all patients. No correlation was found between CT scan data and respiratory parameter changes. Hemodynamics did not vary and side effects were rare (one membrane thrombosis and one drop in ECMO blood flow). CONCLUSION: When used in combination with VV-ECMO, 24 h of prone positioning improves both oxygenation and respiratory system compliance. Moreover, our study confirms the absence of serious adverse events. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/s13613-015-0078-4) contains supplementary material, which is available to authorized users.",11/04/2015,"Kimmoun, Antoine; Roche, Sylvain; Bridey, Céline; Vanhuyse, Fabrice; Fay, Renaud; Girerd, Nicolas; Mandry, Damien; Levy, Bruno",Ann Intensive Care,,,,document_parses/pdf_json/237da629590ea5032c4d641960e94442ef1ecaf5.json,document_parses/pmc_json/PMC4633431.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4633431/,,,,,,,,,,,,,,,,,,
